element,osmid,leisure,sport,covered,int_name,name,name:sr,name:sr-Latn,addr:floor,length,location,swimming_pool,access,start_date,source,description,lit,operator,content,type,candidate_source,index,area,name:en,website,amenity,bath:open_air,bath:sand_bath,fee,wikipedia,wikidata,bath:type,shower,alt_name,contact:instagram,opening_hours,phone,addr:place,addr:postcode,designation,addr:city,addr:housenumber,addr:street,check_date,wheelchair,operator:type,name:ru,alt_name:sr,alt_name:sr-Latn,email,level,addr:suburb,building,building:levels,ref:RS:kucni_broj,barrier,old_name,old_name:en,old_name:sr,old_name:sr-Latn,wikimedia_commons,year_of_construction,internet_access,roof:direction,roof:shape,layer,contact:facebook,contact:twitter,surface,old_addr:housenumber,old_addr:street,nohousenumber,fax,man_made,outdoor,tower:type,climbing:boulder,contact:phone,shooting,addr:housename,image,name:de,note,club,outdoor_seating,rental,mobile,fitness_station,entrance,addr:pak,addr:country,contact:website,personal_trainer,sauna,check_date:opening_hours,addr:level,contact:linkedin,contact:youtube,internet_access:fee,payment:cash,payment:credit_cards,payment:debit_cards,payment:cards,index_right,venue_type,venue_name,venue_dist_m,is_municipal,name_normalized,access_value,exclude_private_access,pool_type,geometry_orig_wkt,lon,lat
way,475605730.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.307902 44.79741, 20.307921 44.797348, 20.307973 44.797355, 20.307954 44.797418, 20.307902 44.79741))",20.30793775659691,44.7973828
way,486642830.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.414867 44.571212, 20.414828 44.571119, 20.415138 44.571053, 20.415177 44.571146, 20.414867 44.571212))",20.41500235708513,44.571132449999986
way,486642830.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.414867 44.571212, 20.414828 44.571119, 20.415138 44.571053, 20.415177 44.571146, 20.414867 44.571212))",20.41500235708513,44.571132449999986
way,486642831.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.415015 44.571027, 20.414996 44.571021, 20.414985 44.571012, 20.414972 44.570977, 20.414976 44.570965, 20.414989 44.570954, 20.415009 44.570944, 20.415034 44.570938, 20.415068 44.570934, 20.415084 44.570935, 20.415101 44.570942, 20.415118 44.570968, 20.415121 44.57099, 20.415113 44.571002, 20.415099 44.571006, 20.415079 44.571007, 20.415066 44.571006, 20.415051 44.57101, 20.415043 44.571019, 20.415034 44.571024, 20.415015 44.571027))",20.415047206716718,44.5709838
way,595464966.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.602165 44.75772, 20.602047 44.757609, 20.602376 44.757431, 20.602494 44.757542, 20.602165 44.75772))",20.602270532611254,44.75757545
way,646970683.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.464954 44.774929, 20.464888 44.774904, 20.464809 44.775007, 20.464875 44.775032, 20.464954 44.774929))",20.464881614486735,44.77496775
way,647001800.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.464894 44.773158, 20.464971 44.773193, 20.465056 44.773098, 20.464979 44.773063, 20.464894 44.773158))",20.46497505,44.77312804999999
way,647001801.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.46375 44.772408, 20.46386 44.772456, 20.463892 44.77242, 20.463781 44.772372, 20.46375 44.772408))",20.4638206,44.772413949999994
way,647001802.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.461488 44.776593, 20.461515 44.776565, 20.461628 44.77662, 20.461602 44.776648, 20.461488 44.776593))",20.46155809999999,44.776606099999995
way,647001803.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.460396 44.776445, 20.460465 44.776448, 20.460458 44.776415, 20.46041 44.77639, 20.460362 44.776396, 20.460396 44.776445))",20.46042310936848,44.776429949999994
way,647001804.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.460469 44.77781, 20.460596 44.777871, 20.460627 44.777839, 20.4605 44.777778, 20.460469 44.77781))",20.46054819999999,44.777824249999995
way,647001805.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.462361 44.777858, 20.462359 44.777863, 20.462357 44.777867, 20.462355 44.77787, 20.462355 44.777873, 20.462356 44.777876, 20.462357 44.777879, 20.462363 44.777883, 20.462368 44.777886, 20.462376 44.777887, 20.46239 44.777887, 20.462397 44.777885, 20.462403 44.777883, 20.462408 44.77788, 20.462413 44.777876, 20.462416 44.777871, 20.462419 44.777863, 20.46242 44.777852, 20.462418 44.777843, 20.462416 44.777835, 20.462413 44.77783, 20.46241 44.777825, 20.462407 44.777821, 20.462404 44.777817, 20.462401 44.777814, 20.462396 44.777812, 20.462388 44.777811, 20.462377 44.77781, 20.462369 44.777812, 20.462364 44.777814, 20.462362 44.777817, 20.46236 44.777821, 20.462359 44.777826, 20.462359 44.77783, 20.462363 44.777837, 20.462364 44.777846, 20.462361 44.777858))",20.462391123311335,44.777849200000006
way,647001806.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.462942 44.777284, 20.462972 44.77725, 20.462878 44.777208, 20.462848 44.777242, 20.462942 44.777284))",20.46290995,44.77724595
way,647001807.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.466561 44.778531, 20.466689 44.778551, 20.466706 44.778496, 20.466578 44.778476, 20.466561 44.778531))",20.46663358390288,44.77851339999999
way,647001808.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.464528 44.779728, 20.46457 44.779738, 20.464636 44.779678, 20.464588 44.779652, 20.464547 44.779689, 20.464528 44.779728))",20.46456956585265,44.77970855
way,647001809.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.459243 44.77348, 20.459281 44.773502, 20.459319 44.773469, 20.459339 44.77348, 20.459363 44.773459, 20.459305 44.773426, 20.459243 44.77348))",20.459309104765445,44.77346400000001
way,647001810.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.458669 44.770632, 20.458731 44.770657, 20.458792 44.770581, 20.458729 44.770556, 20.458669 44.770632))",20.458730199999998,44.77060614999999
way,647001811.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.459523 44.76908, 20.459573 44.769064, 20.459611 44.769079, 20.459653 44.769027, 20.459601 44.769006, 20.459497 44.769041, 20.459523 44.76908))",20.459568469108493,44.76905245
way,647001812.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,hotel,Belgrade Boutique House,61.81641754208189,False,,private,True,hotel,"POLYGON ((20.457184 44.767948, 20.457282 44.767902, 20.45726 44.767878, 20.457161 44.767924, 20.457184 44.767948))",20.457221649999997,44.76791259999999
way,647001813.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,hotel,Belgrade Boutique House,62.28035618136784,False,,private,True,hotel,"POLYGON ((20.457504 44.767779, 20.457512 44.767792, 20.457513 44.767807, 20.457507 44.767821, 20.457495 44.767833, 20.457478 44.767842, 20.457459 44.767846, 20.457438 44.767846, 20.457418 44.76784, 20.457402 44.767831, 20.457391 44.767818, 20.457387 44.767804, 20.457389 44.767789, 20.457399 44.767775, 20.457414 44.767765, 20.457432 44.767758, 20.457453 44.767757, 20.457473 44.76776, 20.457491 44.767767, 20.457504 44.767779))",20.45745001332046,44.767797900000005
way,647001814.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.456964 44.76635, 20.457033 44.766364, 20.457067 44.766286, 20.456998 44.766271, 20.456964 44.76635))",20.45701554136594,44.7663177
way,647001815.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.455146 44.766753, 20.455196 44.766762, 20.455233 44.766668, 20.455183 44.766658, 20.455146 44.766753))",20.45518955,44.766710399999994
way,647001816.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.454739 44.766615, 20.454794 44.766571, 20.454828 44.766594, 20.454793 44.766621, 20.454811 44.766632, 20.454791 44.766648, 20.454739 44.766615))",20.454783496798772,44.766604150000006
way,647001817.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.455214 44.764387, 20.455343 44.76438, 20.455336 44.764326, 20.455234 44.764332, 20.455238 44.764366, 20.455214 44.764387))",20.455287402247194,44.764349100000004
way,716003931.0,swimming_pool,,,,,,,,,,,customers,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,customers,False,,"POLYGON ((20.26708 44.743895, 20.267012 44.743886, 20.266963 44.743871, 20.266934 44.743849, 20.266918 44.743817, 20.26692 44.743774, 20.266931 44.743735, 20.266942 44.743692, 20.266945 44.743648, 20.266942 44.743606, 20.266931 44.743565, 20.266911 44.743534, 20.266893 44.743501, 20.266886 44.743469, 20.2669 44.743438, 20.266918 44.743416, 20.266952 44.743398, 20.266992 44.743384, 20.267041 44.743376, 20.267082 44.743376, 20.267118 44.743386, 20.267149 44.743406, 20.267181 44.743435, 20.267206 44.743454, 20.267221 44.743483, 20.267232 44.743509, 20.26723 44.743542, 20.267221 44.743577, 20.267219 44.743614, 20.267219 44.743648, 20.267226 44.743676, 20.267242 44.743713, 20.26726 44.743745, 20.267282 44.743772, 20.267307 44.743794, 20.267327 44.743838, 20.267331 44.743874, 20.267329 44.743903, 20.26732 44.743922, 20.267298 44.743941, 20.267255 44.743949, 20.267206 44.743948, 20.267163 44.743932, 20.267125 44.743911, 20.26708 44.743895))",20.267083230816556,44.74366195000001
way,716003932.0,swimming_pool,,,,,,,,,,,customers,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,customers,False,,"POLYGON ((20.26806 44.743865, 20.268038 44.743864, 20.268014 44.74385, 20.268009 44.74383, 20.268016 44.743814, 20.268037 44.743804, 20.268058 44.743803, 20.268072 44.743792, 20.268077 44.743779, 20.268072 44.743764, 20.268049 44.743756, 20.268021 44.743736, 20.268012 44.743716, 20.268012 44.743695, 20.268021 44.743672, 20.268035 44.743656, 20.268058 44.743645, 20.268081 44.743639, 20.268109 44.743639, 20.268142 44.743644, 20.268165 44.743655, 20.26818 44.743675, 20.268189 44.743697, 20.268188 44.743718, 20.268177 44.743738, 20.268158 44.743756, 20.268147 44.743774, 20.268142 44.743793, 20.268144 44.743814, 20.268147 44.743834, 20.268163 44.743849, 20.268179 44.743866, 20.268188 44.74388, 20.268188 44.743898, 20.268174 44.743911, 20.268158 44.743916, 20.268135 44.743916, 20.268117 44.743909, 20.268107 44.743894, 20.268096 44.743875, 20.268081 44.743869, 20.26806 44.743865))",20.268111360739752,44.74377689999999
way,716003941.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.267253 44.743382, 20.267246 44.743369, 20.267233 44.743357, 20.267215 44.743349, 20.267195 44.743341, 20.267181 44.743328, 20.267177 44.743315, 20.267183 44.743303, 20.267196 44.743294, 20.267218 44.743289, 20.267241 44.743291, 20.267264 44.743299, 20.267282 44.743312, 20.2673 44.743329, 20.267311 44.743346, 20.26732 44.743363, 20.267318 44.743376, 20.267312 44.743388, 20.267297 44.743395, 20.267279 44.743396, 20.267264 44.743393, 20.267253 44.743382))",20.267255275615486,44.74334344999999
way,746791371.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.455163 44.763621, 20.455218 44.763606, 20.455182 44.763538, 20.455127 44.763552, 20.455163 44.763621))",20.455172399999995,44.76357939999999
way,756626968.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,waterpark,Видик,9.99004716684328,False,,,False,waterpark,"POLYGON ((20.300351 44.369568, 20.300352 44.369374, 20.300352 44.3692, 20.300458 44.369192, 20.300576 44.369204, 20.300689 44.369238, 20.300753 44.369311, 20.300748 44.369392, 20.300657 44.369469, 20.300539 44.369492, 20.300458 44.369545, 20.300351 44.369568))",20.30055041213698,44.3693829
way,756626969.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,waterpark,Видик,36.89547087098165,False,,,False,waterpark,"POLYGON ((20.300352 44.369374, 20.300129 44.369374, 20.300128 44.369137, 20.300352 44.369136, 20.300352 44.3692, 20.300352 44.369374))",20.30024030972865,44.369286999999986
way,766267079.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.220301 44.841023, 20.220291 44.841034, 20.220283 44.841047, 20.220278 44.84106, 20.220277 44.841074, 20.220279 44.841087, 20.220284 44.8411, 20.220293 44.841112, 20.220304 44.841124, 20.220318 44.841133, 20.220333 44.841141, 20.220351 44.841147, 20.220369 44.84115, 20.220388 44.841152, 20.220408 44.84115, 20.220426 44.841147, 20.220444 44.841141, 20.22046 44.841134, 20.220535 44.841079, 20.220562 44.841055, 20.220564 44.841053, 20.220567 44.841052, 20.22057 44.84105, 20.220573 44.841049, 20.220576 44.841048, 20.220579 44.841048, 20.220583 44.841048, 20.220586 44.841048, 20.220589 44.841049, 20.220592 44.841051, 20.220595 44.841052, 20.220597 44.841054, 20.220599 44.841056, 20.220604 44.841063, 20.220611 44.84107, 20.22062 44.841075, 20.220629 44.841079, 20.22064 44.841082, 20.220651 44.841084, 20.220662 44.841085, 20.220673 44.841084, 20.220684 44.841082, 20.220694 44.841078, 20.220703 44.841074, 20.220712 44.841068, 20.220718 44.841062, 20.220723 44.841055, 20.220726 44.841047, 20.220739 44.840964, 20.220735 44.840951, 20.220729 44.84094, 20.22072 44.840928, 20.220709 44.840918, 20.220696 44.84091, 20.22069 44.840908, 20.220686 44.840906, 20.220682 44.840903, 20.220678 44.8409, 20.220676 44.840896, 20.220674 44.840892, 20.220674 44.840888, 20.220674 44.840884, 20.220675 44.84088, 20.220688 44.840804, 20.220695 44.840795, 20.220704 44.840786, 20.220714 44.840779, 20.220726 44.840773, 20.220736 44.84077, 20.220745 44.840765, 20.220753 44.840759, 20.220759 44.840753, 20.220764 44.840746, 20.220767 44.840738, 20.220772 44.840707, 20.220771 44.840699, 20.220768 44.840691, 20.220763 44.840684, 20.220749 44.84067, 20.220737 44.840654, 20.220729 44.840638, 20.220725 44.840627, 20.220723 44.840616, 20.220724 44.840605, 20.220728 44.840591, 20.220735 44.840576, 20.220745 44.840563, 20.220763 44.840535, 20.220767 44.840528, 20.22077 44.840521, 20.220772 44.840514, 20.220771 44.840507, 20.220769 44.8405, 20.220765 44.840493, 20.220759 44.840486, 20.220719 44.840468, 20.220707 44.840465, 20.220694 44.840463, 20.220681 44.840463, 20.220668 44.840464, 20.220656 44.840467, 20.220644 44.840471, 20.220601 44.840498, 20.220596 44.840502, 20.220592 44.840506, 20.220589 44.84051, 20.220588 44.840514, 20.220587 44.840519, 20.220588 44.840524, 20.220589 44.840529, 20.220592 44.840533, 20.220595 44.840537, 20.220631 44.840558, 20.220645 44.840562, 20.220659 44.840567, 20.220665 44.840569, 20.22067 44.840572, 20.220674 44.840575, 20.220677 44.840579, 20.22068 44.840583, 20.220681 44.840587, 20.220682 44.840592, 20.220682 44.840622, 20.22068 44.840628, 20.220677 44.840634, 20.220673 44.840639, 20.220667 44.840644, 20.220661 44.840649, 20.220653 44.840652, 20.220645 44.840654, 20.220635 44.840656, 20.220625 44.840658, 20.220616 44.840662, 20.220608 44.840666, 20.220602 44.840672, 20.220596 44.840678, 20.220586 44.840704, 20.220584 44.840709, 20.220583 44.840714, 20.220583 44.84072, 20.220585 44.840725, 20.220588 44.84073, 20.220592 44.840734, 20.220597 44.840738, 20.220609 44.840742, 20.220621 44.840747, 20.220631 44.840753, 20.22064 44.840761, 20.220644 44.840767, 20.220648 44.840773, 20.22065 44.840779, 20.22065 44.840786, 20.22065 44.840792, 20.220647 44.840798, 20.220629 44.840877, 20.220626 44.84088, 20.220624 44.840884, 20.22062 44.840886, 20.220616 44.840889, 20.220611 44.840891, 20.220606 44.840892, 20.220601 44.840893, 20.220595 44.840893, 20.22059 44.840893, 20.220584 44.840892, 20.220579 44.84089, 20.220575 44.840888, 20.220571 44.840885, 20.220568 44.840882, 20.220565 44.840878, 20.220562 44.840876, 20.220559 44.840873, 20.220554 44.840871, 20.22055 44.840869, 20.220545 44.840868, 20.22054 44.840868, 20.220535 44.840868, 20.22053 44.840869, 20.220525 44.84087, 20.220521 44.840872, 20.220516 44.840875, 20.220512 44.840879, 20.220508 44.840883, 20.220506 44.840887, 20.220504 44.840892, 20.220504 44.840896, 20.220502 44.840934, 20.2205 44.840938, 20.220497 44.840942, 20.220494 44.840946, 20.22049 44.840949, 20.220485 44.840952, 20.220479 44.840954, 20.220473 44.840955, 20.220468 44.840956, 20.220463 44.840957, 20.220458 44.840959, 20.220454 44.840961, 20.22045 44.840964, 20.220448 44.840967, 20.220443 44.840972, 20.220438 44.840976, 20.220431 44.84098, 20.220424 44.840982, 20.220416 44.840984, 20.220396 44.840986, 20.220376 44.840991, 20.220358 44.840998, 20.220337 44.841004, 20.22032 44.841012, 20.220301 44.841023))",20.220660341697926,44.840835850000005
way,766267583.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.220517 44.840385, 20.22059 44.840384, 20.220622 44.840384, 20.220636 44.840385, 20.220648 44.840387, 20.220663 44.84039, 20.220674 44.840393, 20.220688 44.840398, 20.220709 44.840406, 20.220735 44.840417, 20.220744 44.840419, 20.220754 44.840421, 20.220764 44.840421, 20.220774 44.840421, 20.220784 44.840419, 20.220791 44.840416, 20.220798 44.840413, 20.220804 44.840409, 20.220809 44.840405, 20.220813 44.8404, 20.220817 44.840392, 20.220819 44.840384, 20.22082 44.840376, 20.220819 44.84037, 20.220818 44.840364, 20.220815 44.840359, 20.220811 44.840354, 20.220807 44.84035, 20.2208 44.840345, 20.220793 44.840342, 20.220785 44.840339, 20.220777 44.840337, 20.220766 44.840336, 20.220756 44.840336, 20.220745 44.840338, 20.220735 44.84034, 20.220726 44.840344, 20.220711 44.840351, 20.220707 44.840354, 20.220703 44.840357, 20.220699 44.840362, 20.220695 44.840367, 20.220692 44.840369, 20.220688 44.840371, 20.220684 44.84037, 20.220681 44.84037, 20.220677 44.840368, 20.220673 44.840366, 20.220665 44.840365, 20.220657 44.840365, 20.22065 44.840365, 20.220642 44.840366, 20.220637 44.840368, 20.220632 44.840369, 20.220627 44.84037, 20.220621 44.84037, 20.220607 44.840368, 20.220597 44.840365, 20.220586 44.840364, 20.220575 44.840363, 20.220566 44.840364, 20.220557 44.840364, 20.220551 44.840363, 20.220546 44.840362, 20.22054 44.84036, 20.220536 44.840358, 20.220535 44.840356, 20.220533 44.840355, 20.220531 44.840354, 20.220529 44.840354, 20.220527 44.840353, 20.220524 44.840353, 20.220522 44.840353, 20.22052 44.840353, 20.220518 44.840354, 20.220516 44.840355, 20.220514 44.840356, 20.220513 44.840357, 20.220498 44.840374, 20.220498 44.840376, 20.220499 44.840378, 20.2205 44.84038, 20.220501 44.840381, 20.220503 44.840382, 20.220506 44.840384, 20.220508 44.840384, 20.220511 44.840385, 20.220517 44.840385))",20.220659293373494,44.840378650000005
way,769134724.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.469815 44.622211, 20.469892 44.622157, 20.469865 44.622138, 20.46979 44.62219, 20.469795 44.622206, 20.469815 44.622211))",20.46984091931162,44.62217384999999
way,770657814.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.248663 44.619734, 20.248729 44.619686, 20.248698 44.619663, 20.248631 44.619711, 20.248663 44.619734))",20.248680281549824,44.61969845
way,770897026.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.257247 44.65145, 20.257248 44.651412, 20.257231 44.651408, 20.257215 44.651411, 20.257213 44.651449, 20.257229 44.651453, 20.257247 44.65145))",20.25723077460733,44.651430600000005
way,781362163.0,swimming_pool,,,,,,,,,outdoor,outdoor,private,,osm,Частный бассейн,yes,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.455018 44.761588, 20.45509 44.761575, 20.455056 44.761483, 20.454984 44.761496, 20.455018 44.761588))",20.455037249999997,44.7615354
way,814937145.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.237287 44.618125, 20.237305 44.618126, 20.237318 44.618135, 20.237322 44.618147, 20.237315 44.618158, 20.237299 44.618165, 20.237282 44.618164, 20.237268 44.618155, 20.237264 44.618143, 20.237272 44.618131, 20.237287 44.618125))",20.23729315,44.61814485000001
